pattern_id	arg1	arg2	arg3
causal-collection-v2	aadc_activity	csf_dopamine	
causal-collection-v2	aadc_activity	csf_hva	
causal-collection-v2	aadc_activity	plasma_catecholamines	
causal-collection-v2	aadc_activity	plasma_dopa	
causal-collection-v2	aadc_activity	plasma_homovanillate	
causal-collection-v2	aadc_activity	urinary_catecholamines	
causal-collection-v2	aadc_activity	urinary_dopamine	
causal-collection-v2	aadc_activity	urinary_homovanillic_acid	
causal-collection-v2	aadc_activity	urinary_tyramine	
causal-collection-v2	aadc_activity	urinary_vanillactate	
causal-collection-v2	abat_activity	csf_alpha_ketoglutarate	
causal-collection-v2	abat_activity	csf_beta_alanine	
causal-collection-v2	abat_activity	csf_gaba	
causal-collection-v2	abat_activity	csf_taurine	
causal-collection-v2	abat_activity	plasma_beta_alanine	
causal-collection-v2	abca1_activity	hdl_cholesterol	
causal-collection-v2	abca1_activity	plasma_apolipoprotein_a1	
causal-collection-v2	abca1_activity	plasma_apolipoprotein_a2	
causal-collection-v2	abcd1_activity	cortisol	
causal-collection-v2	abcd1_activity	plasma_hexacosanoic_acid	
causal-collection-v2	abcd1_activity	plasma_tetracosanoic_acid	
causal-collection-v2	abcg5_abcg8_activity	hepatocyte_cholesterol_content	
causal-collection-v2	abcg5_abcg8_activity	plasma_sitosterol	
causal-collection-v2	acetyl_coa_carboxylase_activity	malonyl_coa_level	
causal-collection-v2	acetylcholinesterase_activity	synaptic_acetylcholine_concentration	
causal-collection-v2	acetylcholinesterase_activity	synaptic_ach_concentration	
causal-collection-v2	acid_alpha_glucosidase_activity	muscle_glycogen_content	
causal-collection-v2	acid_ceramidase_activity	tissue_ceramide	
causal-collection-v2	acid_sphingomyelinase_activity	macrophage_activation	
causal-collection-v2	acid_sphingomyelinase_activity	plasma_lysosphingomyelin	
causal-collection-v2	acid_sphingomyelinase_activity	tissue_ceramide	
causal-collection-v2	acid_sphingomyelinase_activity	tissue_sphingomyelin	
causal-collection-v2	aco2_activity	plasma_aconitate	
causal-collection-v2	aco2_activity	urinary_aconitic_acid	
causal-collection-v2	aco2_activity	urinary_citrate	
causal-collection-v2	acth	aldosterone	
causal-collection-v2	acth	cortisol	
causal-collection-v2	acth	plasma_androgen	
causal-collection-v2	acth	plasma_dheas	
causal-collection-v2	acth	zona_fasciculata_cortisol_secretion	
causal-collection-v2	activated_protein_C	thrombin	
causal-collection-v2	acyl_coa_oxidase_activity	plasma_vlcfa	
causal-collection-v2	ada2_activity	plasma_inosine	
causal-collection-v2	adamts13_activity	platelet_activation	
causal-collection-v2	adenosine_deaminase_activity	t_cell_immune_activity	
causal-collection-v2	adenosine_deaminase_activity	urinary_deoxyadenosine	
causal-collection-v2	adenylate_kinase_activity	erythrocyte_amp	
causal-collection-v2	adenylate_kinase_activity	plasma_ldh	
causal-collection-v2	adh	collecting_duct_water_permeability	
causal-collection-v2	adh	plasma_osmolality	
causal-collection-v2	adh	plasma_sodium_concentration	
causal-collection-v2	adh	sodium_water_reabsorption	
causal-collection-v2	adh	total_peripheral_resistance	
causal-collection-v2	adh	urine_osmolality	
causal-collection-v2	adh	urine_volume	
causal-collection-v2	adipose_hsl_activity	lipolysis_rate	
causal-collection-v2	adipose_hsl_activity	plasma_glycerol	
causal-collection-v2	adipose_hsl_activity	plasma_triglycerides	
causal-collection-v2	adipose_tissue_mass	adipocyte_leptin_secretion	
causal-collection-v2	adipose_tissue_mass	ghrelin	
causal-collection-v2	adipose_tissue_mass	leptin	
causal-collection-v2	adipose_tissue_mass	plasma_25oh_vitamin_d	
causal-collection-v2	adipose_tissue_mass	plasma_adiponectin	
causal-collection-v2	adipose_tissue_mass	plasma_insulin	
causal-collection-v2	adrenal_hsd3b2_activity	plasma_dhea	
causal-collection-v2	adsl_activity	cellular_atp_level	
causal-collection-v2	adsl_activity	urinary_saicar_riboside	
causal-collection-v2	adsl_activity	urinary_succinyladenosine	
causal-collection-v2	afferent_arteriolar_resistance	glomerular_hydrostatic_pressure	
causal-collection-v2	afferent_arteriolar_resistance	renal_blood_flow	
causal-collection-v2	afterload	ejection_fraction	
causal-collection-v2	afterload	stroke_volume	
causal-collection-v2	agat_activity	plasma_guanidinoacetate	
causal-collection-v2	agat_activity	plasma_homoarginine	
causal-collection-v2	agat_activity	urinary_guanidinoacetate	
causal-collection-v2	agps_activity	plasma_plasmalogen	
causal-collection-v2	agrp_npy_tone	alpha_msh	
causal-collection-v2	agrp_npy_tone	food_intake	
causal-collection-v2	agrp_npy_tone	mc4r_activity	
causal-collection-v2	agt_activity	plasma_glycolate	
causal-collection-v2	agt_activity	plasma_glyoxylate	
causal-collection-v2	agt_activity	plasma_oxalate	
causal-collection-v2	agt_activity	urinary_glycolate	
causal-collection-v2	agt_activity	urinary_glyoxylate	
causal-collection-v2	agt_activity	urinary_oxalate	
causal-collection-v2	agxt2_activity	plasma_beta_aminoisobutyrate	
causal-collection-v2	agxt2_activity	urinary_3_aminoisobutyrate	
causal-collection-v2	aicar_transformylase_activity	cellular_atp_level	
causal-collection-v2	aicar_transformylase_activity	csf_aica	
causal-collection-v2	aicar_transformylase_activity	urinary_aicar	
causal-collection-v2	aicda_deaminase_activity	plasma_iga	
causal-collection-v2	aicda_deaminase_activity	plasma_ige	
causal-collection-v2	aicda_deaminase_activity	plasma_igg	
causal-collection-v2	aicda_deaminase_activity	plasma_igg1	
causal-collection-v2	aicda_deaminase_activity	plasma_igg2	
causal-collection-v2	aicda_deaminase_activity	plasma_igg3	
causal-collection-v2	aicda_deaminase_activity	plasma_igg4	
causal-collection-v2	aicda_deaminase_activity	plasma_igm	
causal-collection-v2	airway_resistance	alveolar_ventilation	
causal-collection-v2	airway_resistance	forced_expiratory_volume	
causal-collection-v2	airway_resistance	work_of_breathing	
causal-collection-v2	ala_dehydratase_activity	urinary_ala	
causal-collection-v2	aldehyde_dehydrogenase_activity	plasma_acetaldehyde	
causal-collection-v2	aldehyde_oxidase_activity	plasma_acetaldehyde	
causal-collection-v2	aldh7a1_activity	aadc_activity	
causal-collection-v2	aldh7a1_activity	plasma_aminoadipic_semialdehyde	
causal-collection-v2	aldh7a1_activity	plasma_pipecolate	
causal-collection-v2	aldolase_b_activity	plasma_glucose	
causal-collection-v2	aldolase_b_activity	urinary_fructose	
causal-collection-v2	aldosterone	arterial_ph	
causal-collection-v2	aldosterone	cellular_potassium_uptake	
causal-collection-v2	aldosterone	extracellular_fluid_volume	
causal-collection-v2	aldosterone	plasma_potassium	
causal-collection-v2	aldosterone	renal_enac_activity	
causal-collection-v2	aldosterone	renal_hydrogen_secretion	
causal-collection-v2	aldosterone	renal_potassium_excretion	
causal-collection-v2	aldosterone	sodium_water_reabsorption	
causal-collection-v2	aldosterone	total_peripheral_resistance	
causal-collection-v2	alkyl_dhap_synthase_activity	plasma_plasmalogen	
causal-collection-v2	alox12_activity	plasma_12_hete	
causal-collection-v2	alox12_activity	platelet_activation	
causal-collection-v2	alpha_1_3_fucosyltransferase_activity	neutrophil_extravasation	
causal-collection-v2	alpha_aminoadipic_semialdehyde_synthase_activity	csf_lysine	
causal-collection-v2	alpha_aminoadipic_semialdehyde_synthase_activity	csf_saccharopine	
causal-collection-v2	alpha_aminoadipic_semialdehyde_synthase_activity	plasma_lysine	
causal-collection-v2	alpha_aminoadipic_semialdehyde_synthase_activity	plasma_saccharopine	
causal-collection-v2	alpha_aminoadipic_semialdehyde_synthase_activity	urinary_lysine	
causal-collection-v2	alpha_aminoadipic_semialdehyde_synthase_activity	urinary_saccharopine	
causal-collection-v2	alpha_cell_glucagon_secretion	beta_cell_insulin_secretion	
causal-collection-v2	alpha_cell_glucagon_secretion	delta_cell_somatostatin_secretion	
causal-collection-v2	alpha_galactosidase_a_activity	plasma_globotriaosylceramide	
causal-collection-v2	alpha_galactosidase_a_activity	plasma_lyso_gb3	
causal-collection-v2	alpha_ketoglutarate_dehydrogenase_activity	csf_alpha_ketoglutarate	
causal-collection-v2	alpha_ketoglutarate_dehydrogenase_activity	urinary_alpha_ketoglutarate	
causal-collection-v2	alpha_l_fucosidase_activity	macrophage_activation	
causal-collection-v2	alpha_l_fucosidase_activity	urinary_fucose	
causal-collection-v2	alpha_mannosidase_activity	urinary_mannose_oligosaccharides	
causal-collection-v2	alpha_msh	mc4r_activity	
causal-collection-v2	alpha_msh	skin_melanin_content	
causal-collection-v2	alpha_n_acetylgalactosaminidase_activity	tn_antigen_level	
causal-collection-v2	alpha_n_acetylglucosaminidase_activity	plasma_heparan_sulfate	
causal-collection-v2	alveolar_air_pressure	pulmonary_perfusion	
causal-collection-v2	alveolar_pco2	arterial_pco2	
causal-collection-v2	alveolar_pco2	bronchiole_diameter	
causal-collection-v2	alveolar_po2	airway_resistance	
causal-collection-v2	alveolar_po2	arterial_po2	
causal-collection-v2	alveolar_po2	ductus_arteriosus_patency	
causal-collection-v2	alveolar_po2	o2_transfer_rate	
causal-collection-v2	alveolar_po2	pulmonary_arteriole_diameter	
causal-collection-v2	alveolar_po2	pulmonary_diffusing_capacity_co	
causal-collection-v2	alveolar_po2	pulmonary_perfusion	
causal-collection-v2	alveolar_po2	pulmonary_vascular_resistance	
causal-collection-v2	alveolar_surface_tension	alveolar_stability	
causal-collection-v2	alveolar_surface_tension	lung_compliance	
causal-collection-v2	alveolar_surface_tension	pulmonary_interstitial_fluid_volume	
causal-collection-v2	alveolar_surface_tension	tidal_volume	
causal-collection-v2	alveolar_surfactant_amount	alveolar_surface_tension	
causal-collection-v2	alveolar_surfactant_concentration	alveolar_stability	
causal-collection-v2	alveolar_surfactant_concentration	alveolar_surface_tension	
causal-collection-v2	alveolar_ventilation	alveolar_pco2	
causal-collection-v2	alveolar_ventilation	alveolar_po2	
causal-collection-v2	alveolar_ventilation	arterial_pco2	
causal-collection-v2	alveolar_ventilation	arterial_po2	
causal-collection-v2	amacr_activity	plasma_pristanic_acid	
causal-collection-v2	amacr_activity	plasma_trihydroxycholestanoic_acid	
causal-collection-v2	amacr_activity	urinary_dihydroxycholestanoic_acid	
causal-collection-v2	amacr_activity	urinary_trihydroxycholestanoate	
causal-collection-v2	amyloid_protein_aggregate_amount	csf_amyloid_beta_42	
causal-collection-v2	amyloid_protein_aggregate_amount	il1beta	
causal-collection-v2	anatomic_dead_space_volume	dead_space_ventilation	
causal-collection-v2	angiotensin_I	angiotensin_II	
causal-collection-v2	angiotensin_II	adh	
causal-collection-v2	angiotensin_II	aldosterone	
causal-collection-v2	angiotensin_II	at1_receptor_activity	
causal-collection-v2	angiotensin_II	efferent_arteriolar_resistance	
causal-collection-v2	angiotensin_II	renal_hydrogen_secretion	
causal-collection-v2	angiotensin_II	sodium_water_reabsorption	
causal-collection-v2	angiotensin_II	sympathetic_tone	
causal-collection-v2	angiotensin_II	total_peripheral_resistance	
causal-collection-v2	angiotensin_II	water_intake	
causal-collection-v2	angiotensin_II	zona_glomerulosa_cell_aldosterone_secretion	
causal-collection-v2	anp	adh	
causal-collection-v2	anp	aldosterone	
causal-collection-v2	anp	blood_volume	
causal-collection-v2	anp	renin	
causal-collection-v2	anp	sodium_excretion	
causal-collection-v2	anp	total_peripheral_resistance	
causal-collection-v2	antithrombin	thrombin	
causal-collection-v2	aprt_activity	gfr	
causal-collection-v2	aprt_activity	urinary_2_8_dihydroxyadenine	
causal-collection-v2	aqueous_humor_formation_rate	intraocular_pressure	
causal-collection-v2	aqueous_humor_outflow_resistance	intraocular_pressure	
causal-collection-v2	arginase_activity	csf_arginine	
causal-collection-v2	arginase_activity	plasma_arginine	
causal-collection-v2	arginase_activity	plasma_ornithine	
causal-collection-v2	argininosuccinate_synthetase_activity	csf_citrulline	
causal-collection-v2	argininosuccinate_synthetase_activity	plasma_argininosuccinate	
causal-collection-v2	argininosuccinate_synthetase_activity	plasma_citrulline	
causal-collection-v2	aromatase_activity	granulosa_estradiol_secretion	
causal-collection-v2	aromatase_activity	male_breast_glandular_tissue_mass	
causal-collection-v2	aromatase_activity	plasma_androstenedione	
causal-collection-v2	aromatase_activity	plasma_estriol	
causal-collection-v2	aromatase_activity	plasma_estrone	
causal-collection-v2	arsa_activity	urinary_sulfatide	
causal-collection-v2	arterial_compliance	pulse_pressure	
causal-collection-v2	arterial_pco2	alveolar_ventilation	
causal-collection-v2	arterial_pco2	blood_co2_content	
causal-collection-v2	arterial_pco2	cerebral_blood_flow	
causal-collection-v2	arterial_pco2	chemoreceptor_drive	
causal-collection-v2	arterial_pco2	csf_bicarbonate	
causal-collection-v2	arterial_pco2	csf_ph	
causal-collection-v2	arterial_pco2	hemoglobin_o2_affinity	
causal-collection-v2	arterial_pco2	hemoglobin_o2_saturation	
causal-collection-v2	arterial_pco2	plasma_bicarbonate	
causal-collection-v2	arterial_pco2	renal_hydrogen_secretion	
causal-collection-v2	arterial_pco2	total_peripheral_resistance	
causal-collection-v2	arterial_ph	alveolar_ventilation	
causal-collection-v2	arterial_ph	cellular_potassium_uptake	
causal-collection-v2	arterial_ph	chemoreceptor_drive	
causal-collection-v2	arterial_ph	erythrocyte_23_bpg	
causal-collection-v2	arterial_ph	hemoglobin_o2_affinity	
causal-collection-v2	arterial_ph	hemoglobin_o2_saturation	
causal-collection-v2	arterial_ph	plasma_bicarbonate	
causal-collection-v2	arterial_ph	pulmonary_vascular_resistance	
causal-collection-v2	arterial_ph	renal_glutaminase_activity	
causal-collection-v2	arterial_ph	renal_hydrogen_secretion	
causal-collection-v2	arterial_ph	renal_potassium_excretion	
causal-collection-v2	arterial_ph	renal_tubular_ammonia_secretion	
causal-collection-v2	arterial_ph	total_peripheral_resistance	
causal-collection-v2	arterial_po2	alveolar_ventilation	
causal-collection-v2	arterial_po2	chemoreceptor_drive	
causal-collection-v2	arterial_po2	hemoglobin_o2_saturation	
causal-collection-v2	arterial_po2	muscle_tissue_oxygen	
causal-collection-v2	arterial_po2	plasma_vegf	
causal-collection-v2	arterial_po2	renal_tissue_oxygenation	
causal-collection-v2	arterial_po2	tissue_po2	
causal-collection-v2	arylsulfatase_a_activity	tissue_galactosylceramide	
causal-collection-v2	arylsulfatase_b_activity	urinary_dermatan_sulfate	
causal-collection-v2	asl_activity	csf_argininosuccinate	
causal-collection-v2	asl_activity	endothelial_no_production	
causal-collection-v2	asns_activity	csf_asparagine	
causal-collection-v2	asns_activity	plasma_asparagine	
causal-collection-v2	aspartoacylase_activity	csf_aspartate	
causal-collection-v2	aspartoacylase_activity	csf_n_acetylaspartate	
causal-collection-v2	aspartoacylase_activity	plasma_n_acetylaspartate	
causal-collection-v2	aspartoacylase_activity	urinary_n_acetylaspartate	
causal-collection-v2	aspartylglucosaminidase_activity	csf_aspartylglucosamine	
causal-collection-v2	aspartylglucosaminidase_activity	plasma_aspartylglucosamine	
causal-collection-v2	at1_receptor_activity	intracellular_calcium	
causal-collection-v2	atp7a_activity	plasma_copper	
causal-collection-v2	atp7a_activity	plasma_zinc	
causal-collection-v2	atp7b_activity	hepatic_copper_excretion	
causal-collection-v2	atp7b_activity	plasma_ceruloplasmin	
causal-collection-v2	bace1_activity	amyloid_protein_aggregate_amount	
causal-collection-v2	bace1_activity	csf_amyloid_beta	
causal-collection-v2	bace1_activity	csf_amyloid_beta_40	
causal-collection-v2	baroreceptor_firing_rate	parasympathetic_tone	
causal-collection-v2	baroreceptor_firing_rate	sympathetic_tone	
causal-collection-v2	bckdh_activity	plasma_3_methyl_2_oxovalerate	
causal-collection-v2	bckdh_activity	plasma_4_methyl_2_oxopentanoate	
causal-collection-v2	bckdh_activity	plasma_glucose	
causal-collection-v2	bckdh_activity	urinary_2_hydroxy_3_methylvaleric_acid	
causal-collection-v2	bckdh_activity	urinary_2_hydroxyisocaproic_acid	
causal-collection-v2	bckdh_activity	urinary_2_oxoisocaproic_acid	
causal-collection-v2	bckdh_activity	urinary_3_methyl_2_oxovaleric_acid	
causal-collection-v2	bckdh_activity	urinary_4_methyl_2_oxopentanoic_acid	
causal-collection-v2	bckdh_enzyme_activity	csf_alloisoleucine	
causal-collection-v2	bckdh_enzyme_activity	csf_isoleucine	
causal-collection-v2	bckdh_enzyme_activity	csf_leucine	
causal-collection-v2	bckdh_enzyme_activity	csf_valine	
causal-collection-v2	bckdh_enzyme_activity	plasma_alloisoleucine	
causal-collection-v2	bckdh_enzyme_activity	plasma_branched_chain_amino_acids	
causal-collection-v2	bckdh_enzyme_activity	plasma_isoleucine	
causal-collection-v2	bckdh_enzyme_activity	plasma_leucine	
causal-collection-v2	bckdh_enzyme_activity	plasma_valine	
causal-collection-v2	bckdh_enzyme_activity	urinary_alloisoleucine	
causal-collection-v2	bcl_xl_level	erythroid_progenitor_proliferation	
causal-collection-v2	bco1_activity	plasma_beta_carotene	
causal-collection-v2	beta1_adrenergic_activation	gs_adenylyl_cyclase_activity	
causal-collection-v2	beta1_adrenergic_chronotropic_responsiveness	heart_rate	
causal-collection-v2	beta_cell_glucokinase_activity	beta_cell_insulin_secretion	
causal-collection-v2	beta_cell_glucokinase_activity	plasma_glucose	
causal-collection-v2	beta_cell_insulin_secretion	alpha_cell_glucagon_secretion	
causal-collection-v2	beta_cell_insulin_secretion	delta_cell_somatostatin_secretion	
causal-collection-v2	beta_galactosidase_activity	alkaline_phosphatase	
causal-collection-v2	beta_galactosidase_activity	tissue_gm1_ganglioside	
causal-collection-v2	beta_galactosidase_activity	tissue_keratan_sulfate	
causal-collection-v2	beta_galactosidase_activity	urinary_galactosylated_oligosaccharide	
causal-collection-v2	beta_glucuronidase_activity	plasma_heparan_sulfate	
causal-collection-v2	beta_hexosaminidase_a_activity	tissue_gm2_ganglioside	
causal-collection-v2	beta_hexosaminidase_b_activity	plasma_beta_hexosaminidase	
causal-collection-v2	beta_hexosaminidase_b_activity	tissue_gm2_ganglioside	
causal-collection-v2	beta_hexosaminidase_b_activity	urinary_glcnac_oligosaccharide	
causal-collection-v2	beta_ketothiolase_activity	plasma_tiglylcarnitine	
causal-collection-v2	beta_ketothiolase_activity	plasma_tiglylglycine	
causal-collection-v2	beta_ketothiolase_activity	urinary_2_methyl_3_hydroxybutyrate	
causal-collection-v2	beta_ketothiolase_activity	urinary_2_methylacetoacetic_acid	
causal-collection-v2	beta_ketothiolase_activity	urinary_tiglylglycine	
causal-collection-v2	beta_mannosidase_activity	urinary_mannose_oligosaccharides	
causal-collection-v2	beta_ureidopropionase_activity	csf_n_carbamyl_beta_alanine	
causal-collection-v2	beta_ureidopropionase_activity	csf_n_carbamyl_beta_aminoisobutyrate	
causal-collection-v2	beta_ureidopropionase_activity	plasma_n_carbamyl_beta_alanine	
causal-collection-v2	beta_ureidopropionase_activity	plasma_n_carbamyl_beta_aminoisobutyrate	
causal-collection-v2	beta_ureidopropionase_activity	urinary_n_carbamyl_beta_alanine	
causal-collection-v2	beta_ureidopropionase_activity	urinary_n_carbamyl_beta_aminoisobutyrate	
causal-collection-v2	beta_ureidopropionase_activity	urinary_ureidoisobutyrate	
causal-collection-v2	beta_ureidopropionase_activity	urinary_ureidopropionate	
causal-collection-v2	biotinidase_activity	plasma_biotin	
causal-collection-v2	bisphosphoglycerate_mutase_activity	erythrocyte_23_bpg	
causal-collection-v2	bisphosphoglycerate_mutase_activity	erythrocyte_2_3_bpg	
causal-collection-v2	blood_cadmium	gfr	
causal-collection-v2	blood_carbon_monoxide	carboxyhemoglobin	
causal-collection-v2	blood_carbon_monoxide	hemoglobin_o2_saturation	
causal-collection-v2	blood_colloidal_osmotic_pressure	glomerular_colloid_osmotic_pressure	
causal-collection-v2	blood_colloidal_osmotic_pressure	net_filtration_pressure	
causal-collection-v2	blood_ethylene_glycol	plasma_glycolate	
causal-collection-v2	blood_gas_barrier_thickness	o2_transfer_rate	
causal-collection-v2	blood_gas_barrier_thickness	pulmonary_diffusing_capacity_co	
causal-collection-v2	blood_gas_barrier_thickness	pulmonary_gas_diffusion_rate	
causal-collection-v2	blood_hemoglobin_concentration	arterial_o2_content	
causal-collection-v2	blood_hemoglobin_concentration	pulmonary_diffusing_capacity_co	
causal-collection-v2	blood_mercury	gfr	
causal-collection-v2	blood_urea_nitrogen	urine_osmolality	
causal-collection-v2	blood_viral_load	cd4_t_cell_count	
causal-collection-v2	blood_viscosity	pulmonary_vascular_resistance	
causal-collection-v2	blood_viscosity	total_peripheral_resistance	
causal-collection-v2	blood_volume	adh	
causal-collection-v2	blood_volume	anp	
causal-collection-v2	blood_volume	venous_return	
causal-collection-v2	blood_volume	water_intake	
causal-collection-v2	bmp6_ligand	bmp_smad_signaling	
causal-collection-v2	bmp_smad_signaling	hepcidin_transcription	
causal-collection-v2	body_weight	adipose_tissue_mass	
causal-collection-v2	bowmans_capsule_pressure	gfr	
causal-collection-v2	breast_milk_zinc	t_cell_immune_activity	
causal-collection-v2	bronchial_smooth_muscle_tone	airway_resistance	
causal-collection-v2	bronchiole_diameter	alveolar_ventilation	
causal-collection-v2	bronchiole_smooth_muscle_tone	airway_resistance	
causal-collection-v2	bronchiole_smooth_muscle_tone	bronchiole_airflow	
causal-collection-v2	btk_kinase_activity	body_fluid_immunoglobulin	
causal-collection-v2	btk_kinase_activity	plasma_iga	
causal-collection-v2	btk_kinase_activity	plasma_igd	
causal-collection-v2	btk_kinase_activity	plasma_ige	
causal-collection-v2	btk_kinase_activity	plasma_igg	
causal-collection-v2	btk_kinase_activity	plasma_igg1	
causal-collection-v2	btk_kinase_activity	plasma_igg2	
